distance_km,traffic_level,weather,vehicle_type,order_weight_kg,items_count,warehouse_load,driver_experience_years,hour_of_day,delivery_time_minutes
11.861663446573512,Medium,Rain,Van,7.823345009508205,9,32.245509682830196,5.913959414803004,20,83.47024997427233
28.57071488588757,Low,Clear,Van,2.8230354914704217,4,93.71051846762346,3.4649916073657456,13,103.147456706229
22.227824312530746,Low,Clear,Truck,3.595801011819291,6,37.04096031917854,10.982730054514033,22,77.88986020716258
18.361096041714063,Medium,Rain,Bike,4.926442640432584,8,20.85104903526897,10.426457384227827,15,77.11187037531344
5.524540572830659,Medium,Clear,Van,5.489506691941235,10,87.2122253221551,5.462177096352019,12,73.29140124965437
5.523841089749877,High,Rain,Van,6.43541432565833,2,84.2581973445363,8.086773165122924,18,74.9296544847764
2.6844247528777845,Low,Storm,Van,6.758770709605613,1,56.522797812531174,6.343301075895818,12,55.34849735354153
26.11910822747312,Medium,Clear,Bike,11.66505046444463,7,83.77298823633242,2.526108782699438,18,106.33864740601062
18.432335340553056,Medium,Rain,Van,12.984543175238011,1,55.96933621823681,4.824334979507153,7,89.22388146826992
21.53410475608532,Medium,Clear,Bike,8.067540599095722,4,37.961158469053146,10.312003656728086,16,84.43990810916814
1.596950334578271,High,Clear,Bike,22.72876228805784,5,54.08436457112885,9.67053757250937,17,51.49326716058044
29.127385712697837,Medium,Clear,Truck,14.051923221804387,2,58.949943560076335,1.6786498558649026,15,99.46304590059238
25.14083658321223,High,Clear,Truck,19.793184736818464,10,20.720273087040894,1.3661955132558827,8,116.13763012780805
7.157834209670009,Low,Clear,Van,23.143826894310664,13,29.06636105163532,10.315442528593634,9,29.56126071115811
6.272924049005918,Medium,Clear,Bike,4.496810307107228,4,89.98120790569386,10.84204435887434,20,52.166913468043866
6.3187307857495805,Low,Fog,Van,10.982924851033045,11,51.394034128374464,3.8836811656581904,11,55.52211442048337
9.823025045826594,Low,Rain,Bike,11.113654842007914,11,46.51737376113,4.516795020710076,11,44.55097286416398
16.2179365173349,Low,Storm,Bike,9.184570135739678,10,91.06852321426602,4.361732276527135,11,75.2545073544497
13.526405540621358,Low,Clear,Van,0.7181937305151785,11,32.36557330312358,1.9601363876449762,17,62.65905091051322
9.445645065743216,Low,Clear,Bike,20.49131664056333,7,37.358984622621605,9.067621983853133,10,63.6199480255808
18.743733946949003,Low,Clear,Truck,3.233203378070619,4,86.23604200603128,4.755989031632508,11,74.44983652182195
5.045321958909213,Low,Clear,Bike,24.88927464908309,11,42.37237429086417,10.116612226675795,19,34.467234171798594
9.472194807521326,High,Clear,Bike,19.43748305182395,1,70.65858085353705,10.602971396324302,18,62.50915945204673
11.62449345551706,Low,Rain,Van,14.710245431359604,12,79.1657326440903,10.99712458988471,9,70.53468515387276
14.226029542294041,Medium,Clear,Van,4.287857234669137,13,37.817623736046016,9.906334300229945,17,66.05280094774139
23.770102880397395,Low,Clear,Van,13.127127799134552,10,40.27262554030949,9.572473385772312,18,75.19273931424391
6.790539682592432,High,Clear,Bike,6.897164151016318,4,61.30360769128798,5.669111287968208,7,71.62921135669974
15.912798713994736,High,Clear,Van,6.681901851305202,11,83.37709640176344,0.8098959157986081,21,98.4760879600724
18.180022496999232,Medium,Clear,Bike,20.82346660987089,12,64.35020289976804,1.7887200823189242,18,94.32042490750587
2.347061968879934,Medium,Clear,Bike,9.825788387006149,6,25.38691223525796,6.605066598640294,13,36.04618688029481
18.618800705141712,Low,Rain,Van,11.5427331830747,13,48.0669743547037,4.640293635215835,16,71.5859308734048
5.945199586931454,High,Clear,Bike,21.152636075612897,14,46.45102982502401,10.034440477497657,8,60.37255650886457
2.886496196573106,High,Rain,Truck,2.6508703301116423,12,84.60815251481831,6.976108740189379,14,91.32191887681985
28.517680580346664,High,Clear,Van,15.068137400730713,5,43.1730918420671,1.6365865349389108,7,117.18015473521908
29.00332895916222,Medium,Clear,Truck,14.666284193639425,13,92.09739622835323,6.003107608304928,12,118.80606567962027
24.443523095377373,Low,Fog,Bike,10.917756947033544,4,46.79873645971313,9.952575424904685,7,81.30046490501516
9.83379930602775,High,Clear,Truck,20.82947871489028,2,35.52865571540033,10.425433340158571,21,79.1487098928727
3.8324913061851325,Low,Clear,Bike,23.60080650272447,10,63.19519273082963,2.4096589806605495,14,52.08914727074156
20.84275776885255,Medium,Fog,Bike,11.900728616883464,11,50.91098289996519,1.6534471636971497,8,103.10173152516718
13.764422318448437,Low,Clear,Bike,11.675602749460792,6,71.80722677988433,4.950391738731732,14,57.62958560026364
4.539108810498586,High,Clear,Van,12.800561376933246,12,93.25703560876639,1.2534276240527311,22,76.41848184808222
15.360130393226836,Low,Rain,Bike,18.216538755410006,6,95.26203189708073,8.853134375247741,22,77.30786287429513
1.9972671123413335,Low,Rain,Van,16.867477122124576,6,38.18916777944506,5.646625955654286,22,32.34000053826605
27.37029166028468,Medium,Clear,Bike,5.959456255568734,4,32.98170247863314,2.779561685431946,10,92.77612151161102
8.504619466400491,Medium,Clear,Bike,2.0654360406839114,8,95.19656552237369,1.6783927107930923,9,75.26761102261564
20.213146246265477,Medium,Fog,Van,23.75672618051134,1,84.99422460086608,11.164548799702937,8,97.72887919644008
10.039621206592917,Low,Clear,Bike,6.896209113475755,10,40.93407941842752,0.9951881139219578,10,52.17464481592225
16.081972614156513,Low,Clear,Van,16.145618774919498,8,84.39635068742307,1.625601513379499,20,76.7161312958221
16.85459810095511,Medium,Clear,Van,20.7967310672212,8,79.28436877178027,3.193716290017848,16,84.90556814037285
6.360779210240284,High,Fog,Truck,7.856780388406063,5,40.28495990154694,1.5887094900102272,17,76.44904345490669
29.117954205172197,High,Clear,Bike,16.068118634594754,9,92.46274851096277,7.909268147572488,20,138.5382071806493
23.478851877472323,Medium,Rain,Truck,3.1435559081560105,12,45.74437158800996,3.009517664968313,16,105.69447114574407
28.245469305361485,High,Clear,Van,24.263320387203688,9,58.4143263573819,6.019195477652083,8,124.51772328474786
26.949993162401817,Medium,Clear,Truck,1.924877738740334,10,68.74092267213288,10.392796044018018,9,113.18108080120561
18.339099385521468,Medium,Rain,Bike,11.23527950910392,4,35.301060331138885,9.984878475258647,19,88.78485499598884
27.734352815670388,Medium,Storm,Van,13.65207143047057,14,68.90304077504467,2.181804981278564,8,136.42229713095958
3.5662825595056655,Medium,Clear,Van,19.86680357725242,14,76.50175800068808,1.520409842971027,8,58.37991911803644
6.683503010155211,Medium,Clear,Bike,3.46764866827432,2,28.12376690721356,8.138889542954157,16,22.58420101338707
2.3115913784056037,Medium,Fog,Van,11.299795359451826,1,50.347868455249134,2.9185096574746794,15,55.46036614835095
10.434579592134666,Low,Rain,Van,7.842933453814583,8,68.96476788578867,9.486702154795017,7,61.30261075371153
12.271641400994978,Low,Clear,Van,8.144262534486831,8,94.09735113352308,5.496618932948865,9,57.020908744594415
8.869121921442982,Low,Clear,Bike,19.580303943598647,11,91.27867809240117,2.2769778669291667,18,64.80380689214546
25.03338776540595,Medium,Rain,Van,0.6337931532799119,7,33.57338522170126,11.703486456080924,20,104.00477777105162
11.345846474114088,Low,Rain,Bike,18.852549212731173,13,68.84063162182628,1.1395632864153744,22,62.87999997432363
9.147100780934043,Low,Fog,Van,20.354761538016103,13,27.84142660321203,1.9293842733370647,7,63.30941104668539
16.738186411589204,Medium,Clear,Bike,22.58337497413069,11,43.510311318768316,9.838425223726665,22,75.11921350035159
5.0868025242681165,Medium,Clear,Bike,15.858604179146845,3,67.7816209699203,5.705880128037327,9,49.256820459827644
24.26371244186715,Medium,Rain,Bike,8.66965554266991,3,26.50918011988989,11.287594979107766,7,89.48410865097928
3.1619686667133537,Medium,Clear,Van,10.967250947447331,10,91.10896483692594,1.7993726610636736,20,59.983214935915115
29.619721161415,High,Clear,Truck,24.258534016042017,8,86.31909204278689,2.3053128131753033,18,140.70479509891007
23.395098309603064,High,Clear,Bike,22.08907724767838,12,57.871197800085596,0.5209812340828519,15,105.51811226172916
6.7627547644909995,High,Clear,Bike,11.85638477293633,11,59.340340402068115,2.9968310158610487,11,69.95108738130219
1.1601413965844696,Medium,Clear,Bike,23.605043674217598,8,90.50903030205346,8.05849640680199,10,48.491294493713646
24.64838142519019,Low,Rain,Van,20.662394447458244,2,24.034988146064595,8.818300088178525,14,95.27512853193298
21.498862971580895,High,Rain,Van,22.576701610664973,14,31.510473575035405,5.4443042190069075,18,128.5745121501696
22.14120787318863,Low,Clear,Bike,17.232942247110064,1,44.64035164694292,3.459619722263194,7,72.14103934829608
23.366840053892428,Low,Clear,Van,21.512524064818876,1,49.15074164685022,8.73779222257349,20,80.22158234351775
3.1472949002886206,Medium,Clear,Bike,22.34827046269098,11,98.99574220760414,2.4850120689125257,15,53.503940478988014
11.395506127783905,Low,Rain,Bike,2.7544063212464494,1,31.796950815405864,9.321487871685779,8,33.57991924906806
4.360202726228762,High,Clear,Bike,24.147815928186134,3,44.248310456011346,9.545781319496513,14,60.53381949022956
26.029999350392213,Medium,Rain,Van,8.67352091971955,1,86.23599426858459,5.572352905176932,22,116.49655530483425
19.07564567799918,Medium,Clear,Truck,11.277537984792207,8,82.74837455952864,2.726486201934151,13,87.19370833652476
10.596042720726826,Medium,Clear,Van,19.901642100223974,8,72.38533681820513,7.743549805995271,16,75.65541049180686
2.8431921582946855,Medium,Rain,Bike,16.789959486526193,9,46.284139435562054,10.31472601787184,18,52.09760814502575
10.018487329754205,Low,Clear,Van,22.379967854683404,4,29.422153472513173,6.589334119193611,8,50.03379105621857
10.430316338775665,Medium,Clear,Bike,10.314056894030918,8,98.68372358377803,5.802281282557388,16,79.17496378629264
22.158579171803858,Medium,Clear,Van,9.645560010065886,7,40.11411301345683,11.76107474315343,16,73.06787765082807
19.48916666930118,Medium,Clear,Van,1.2763768137623321,4,87.57091897590175,6.680393950779377,12,76.98675574611656
26.72916953471347,Medium,Clear,Truck,11.836771728406623,1,91.60065743117795,0.8934887740261217,11,110.16218021010103
14.69423282969653,Low,Clear,Bike,18.239733873063162,12,55.271973235236025,6.27357491922504,13,55.80090326547342
4.46823313221075,Low,Rain,Van,7.878878581842294,11,88.06645216956751,5.62062079679978,8,47.504845601484
21.684098829466855,Low,Rain,Van,11.836799585009116,13,42.32295919720849,3.8591960059968233,20,100.96278112114825
23.062766409890024,Medium,Rain,Bike,5.875245327889312,3,91.19289018763091,4.149564681654593,21,101.3696469319565
17.27703872951539,High,Clear,Van,19.433301243850785,8,70.8773052705361,11.204492054262547,22,97.25630041181452
23.358048218682267,High,Rain,Truck,1.982533252858104,8,35.54977610681768,2.036364788989614,16,120.33786602544207
15.320072294567332,Medium,Clear,Truck,17.781884847512206,12,82.92376536666714,9.286427127853393,22,81.44153825372733
16.159252052077825,Medium,Clear,Van,9.784030287752095,2,93.09538651200027,10.877826822608913,19,80.58026252000326
13.39868953239794,Medium,Clear,Bike,1.5191036999844594,7,65.6343816284616,3.484068449773573,21,66.02632516036687
1.7371546755787604,Low,Fog,Truck,21.410004888648754,1,80.82983517416945,1.2683680664673558,15,58.325878299313615
4.128851382805829,Low,Clear,Van,12.449185647938547,4,83.58379134973418,4.032181269039798,18,49.58498329191842
1.9114463849152932,High,Fog,Bike,15.183314755595163,14,82.99235068919191,5.478135090067246,9,80.98526057998616
19.45590192664963,Medium,Clear,Bike,18.434751942349195,14,56.353713160840464,11.441379200244047,7,82.79514237945415
10.116323451213473,High,Clear,Bike,16.549323608529125,7,79.19540909075222,5.446619086272784,14,76.6788787889353
15.74855004377638,Low,Clear,Bike,18.405993334957984,4,63.88244337789427,1.5586537816977568,22,55.6885624505427
27.319427743856696,Medium,Rain,Van,19.175901272157514,4,53.1727749339029,2.1892197766698076,13,134.10000387541115
8.229474645317374,Low,Clear,Bike,14.934212498832967,14,33.26500972112135,4.556427295737145,13,44.59020043561312
12.901104768033262,Low,Fog,Bike,9.458126857240039,11,92.7230513980167,2.6181599957763564,22,81.60431425027487
22.91098301774841,Medium,Fog,Bike,6.456982668050395,7,53.1929074198253,1.1965232093848104,22,108.91902499992054
7.635146799257051,Low,Rain,Van,22.621129297993285,1,39.16524069235135,2.5154884063319565,19,54.93125485309472
3.2324173850349966,Low,Clear,Bike,24.263158693636395,5,39.38366048184218,1.713144059991878,19,35.6428145248675
9.402792134499272,Low,Fog,Bike,9.262737499906118,14,39.36706102928476,2.8310303798515517,10,56.76269939971602
5.675417330366129,Low,Fog,Bike,3.2516128622713554,14,20.197883482971044,11.95922459555427,16,27.579889448696697
